Date,"Price Earnings Ratio 
(P/E) 
(SX5E Index)","Dividend 12 Month Yld - Gross 
(SX5E Index)","Price to Book Ratio 
(SX5E Index)","Enterprise Value/EBITDA 
(SX5E Index)","Enterprise Value/EBIT 
(SX5E Index)","Trailing 12M Gross Margin 
(SX5E Index)","Trailing 12M Profit Margin 
(SX5E Index)","Return on Assets 
(SX5E Index)","Price to Sales Ratio 
(SX5E Index)","EV To Trailing 12M Sales 
(SX5E Index)","Price/EBITDA 
(SX5E Index)","Enterprise Value/EBITDA 
(SX5E Index)","Dividend Payout Ratio 
(SX5E Index)","Current Ratio 
(SX5E Index)"
1/2/02,47.07466734,2.378228546,2.425574075,12.04624312,28.27743913,,2.757129,0.538134,1.105397391,1.779818836,7.481596125,12.04624312,101.2285,0.999063377
1/3/02,48.08031344,2.330125304,2.477390225,12.2366046,28.65024732,,2.757129,0.538134,1.12901183,1.803283807,7.661174189,12.2366046,101.2285,0.999063297
1/4/02,47.95118453,2.337852906,2.470737589,12.2235158,28.62307792,,2.757129,0.538134,1.125979413,1.801573251,7.63967113,12.2235158,101.2285,0.999063429
1/7/02,47.12047536,2.378950677,2.427933241,12.07909789,28.30681261,,2.757129,0.538134,1.106472998,1.781667846,7.501508026,12.07909789,101.2285,0.9990636
1/8/02,46.7297143,2.398357698,2.407799532,11.98977349,28.16174271,,2.757129,0.538134,1.097297154,1.772536927,7.422324534,11.98977349,101.2285,0.999063531
1/9/02,46.7031044,2.399040554,2.406428035,11.97821086,28.15339708,,2.757129,0.538134,1.096672349,1.77201111,7.413143496,11.97821086,101.2285,0.999063227
1/10/02,45.98907058,2.439967706,2.369637493,11.84519467,27.88448615,,2.757129,0.538134,1.079905451,1.755085528,7.288357227,11.84519467,101.2285,0.999063578
1/11/02,46.37570106,2.404565743,2.389557636,11.90843775,28.00531873,,2.757129,0.538134,1.088984426,1.762691503,7.356989713,11.90843775,101.2285,0.999063703
1/14/02,45.0113886,2.477034201,2.319260114,11.68261937,27.48082323,,2.757129,0.538134,1.056947781,1.729678958,7.138849997,11.68261937,101.2285,0.999063486
1/15/02,45.62353036,2.443874959,2.350801471,11.78738046,27.72319438,,2.757129,0.538134,1.071321904,1.744933371,7.236997748,11.78738046,101.2285,0.99906332
1/16/02,44.85804922,2.485282671,2.311359499,11.65348495,27.42257906,,2.757129,0.538134,1.053347085,1.726012837,7.111861593,11.65348495,101.2285,0.999063323
1/17/02,45.75761877,2.435685025,2.357710919,11.77691566,27.81626965,,2.757129,0.538134,1.074470682,1.750792509,7.227555825,11.77691566,101.2285,0.999063512
1/18/02,45.63222653,2.426377818,2.351248835,11.76142553,27.75718037,,2.757128,0.538134,1.071525735,1.747072146,7.213594565,11.76142553,101.2285,0.999063902
1/21/02,45.16304408,2.451504038,2.327073484,11.67484174,27.58420917,,2.757128,0.538134,1.060508677,1.736185228,7.131307632,11.67484174,101.2285,0.999063808
1/22/02,45.3202346,2.442924567,2.335173674,11.67995753,27.67169558,,2.757128,0.538134,1.064199623,1.741691452,7.136629388,11.67995753,101.2285,0.999063423
1/23/02,45.75063091,2.420033929,2.357349966,11.75820088,27.82726576,,2.757128,0.538134,1.074306169,1.751482879,7.212121739,11.75820088,101.2285,0.999063571
1/24/02,46.52294837,2.380029864,2.397144727,11.90290557,28.10811253,,2.757128,0.538134,1.092441503,1.76916051,7.34994252,11.90290557,101.2285,0.999063833
1/25/02,46.41285661,2.385714209,2.391471776,11.89420278,28.06296493,,2.757128,0.538134,1.089856558,1.766319066,7.338976941,11.89420278,101.2285,0.999063592
1/28/02,46.8958234,2.361122505,2.416357718,11.96869465,28.23314189,,2.757128,0.538134,1.10119732,1.777030105,7.416809902,11.96869465,101.2285,0.999063417
1/29/02,46.19556257,2.396494647,2.380275621,11.84471243,27.94859034,,2.757128,0.538134,1.084753976,1.759119349,7.303994981,11.84471243,101.2285,0.999063249
1/30/02,45.54121372,2.432085008,2.346559104,11.76237326,27.68202019,,2.757128,0.538134,1.069388474,1.742340683,7.21933805,11.76237326,101.2285,0.999063343
1/31/02,46.03762651,2.408318757,2.372138205,11.86362755,27.87202241,,2.757128,0.538134,1.081045258,1.754300532,7.310673445,11.86362755,101.2285,0.999063504
2/1/02,46.19387154,2.400190078,2.380188802,11.90159981,27.93327733,,2.757128,0.538134,1.084714082,1.758155259,7.342828704,11.90159981,101.2285,0.999063159
2/4/02,45.38719691,2.442275291,2.338623279,11.78933619,27.5874693,,2.757128,0.538134,1.065772131,1.736389962,7.236131413,11.78933619,101.2285,0.999063587
2/5/02,44.34320338,2.499973414,2.28483063,11.63737768,27.1732348,,2.757128,0.538134,1.04125713,1.710317772,7.084942158,11.63737768,101.2285,0.999063298
2/6/02,43.70837889,2.536066656,2.252120866,11.54910683,26.9214254,,2.757128,0.538134,1.026350328,1.694468943,6.995365499,11.54910683,101.2285,0.999063597
2/7/02,44.12500813,2.511173802,2.273587812,11.5553701,27.09427348,,2.757128,0.538134,1.036133825,1.705347705,7.020802733,11.5553701,101.2285,0.999063425
2/8/02,43.96202991,2.520101726,2.265190837,11.50765014,27.02400692,,2.757128,0.538134,1.032306636,1.700924922,6.984096389,11.50765014,101.2285,0.999063214
2/11/02,44.56967476,2.485639002,2.296499219,11.61608603,27.26969944,,2.757128,0.538134,1.046575246,1.716389112,7.082955725,11.61608603,101.2285,0.999063544
2/12/02,44.41155786,2.494632359,2.288353151,11.60691963,27.21452296,,2.757128,0.538134,1.042862411,1.712916528,7.06655578,11.60691963,101.2285,0.999063531
2/13/02,44.76722936,2.474872605,2.306678826,11.65528321,27.33420935,,2.757128,0.538134,1.051214152,1.720449429,7.121510489,11.65528321,101.2285,0.999063723
2/14/02,45.32875551,2.44436222,2.335612448,11.71448306,27.56970841,,2.757128,0.538134,1.064399881,1.73527257,7.185553781,11.71448306,101.2285,0.999063368
2/15/02,44.55642473,2.486296218,2.295816559,11.5881374,27.26817695,,2.757128,0.538134,1.046264112,1.716293691,7.064206055,11.5881374,101.2285,0.999063389
2/18/02,44.33968153,2.498687216,2.284649952,11.56242167,27.17708795,,2.757128,0.538134,1.041174656,1.710560674,7.037751179,11.56242167,101.2285,0.999063441
2/19/02,43.2730961,2.56283191,2.229692645,11.41679097,26.75138342,,2.757128,0.538134,1.016129118,1.683766057,6.889872667,11.41679097,101.2285,0.999063184
2/20/02,43.07875549,2.574701434,2.219679101,11.38244922,26.69041692,,2.757128,0.538134,1.011565999,1.679928883,6.853920269,11.38244922,101.2285,0.999063157
2/21/02,43.68566224,2.539564096,2.250950836,11.49457703,26.92205,,2.757128,0.538134,1.025817105,1.694508343,6.958557499,11.49457703,101.2285,0.999063035
2/22/02,43.04701667,2.576878181,2.218043581,11.38297838,26.67273128,,2.757128,0.538134,1.010820516,1.678815227,6.853731071,11.38297838,101.2285,0.999063591
2/25/02,43.83777968,2.530302406,2.258788293,11.51903547,26.97526552,,2.757128,0.538134,1.029388971,1.69785737,6.983842273,11.51903547,101.2285,0.99906306
2/26/02,44.17189062,2.511266549,2.276004506,11.56964554,27.11704976,,2.757128,0.538134,1.037234411,1.70678104,7.031033389,11.56964554,101.2285,0.999063225
2/27/02,45.07567547,2.461317153,2.322573176,11.73381759,27.47479898,,2.757128,0.538134,1.058457227,1.729298996,7.181952954,11.73381759,101.2285,0.999063352
2/28/02,45.48992461,2.438562766,2.343916309,11.76319296,27.65810152,,2.757128,0.538134,1.068184216,1.740835501,7.217946236,11.76319296,101.2285,0.999063771
3/1/02,45.72766067,2.424788977,2.356165712,11.79957874,27.75893126,,2.757128,0.538134,1.073766848,1.747182759,7.25167211,11.79957874,101.2285,0.999063514
3/4/02,47.04457108,2.358020034,2.42402119,12.00524814,28.26912677,,2.757128,0.538134,1.104690296,1.779295047,7.453559288,12.00524814,101.2285,0.999063947
3/5/02,46.83549085,2.368426186,2.413249048,11.94586182,28.18838643,,2.757128,0.538134,1.09978055,1.774212408,7.404878027,11.94586182,101.2285,0.999063572
3/6/02,47.05139748,2.357944551,2.424373142,11.96965826,28.29807071,,2.757128,0.538134,1.104850363,1.781116035,7.424940886,11.96965826,101.2285,0.999063406
3/7/02,47.28896408,2.346589289,2.436613796,12.04472336,28.36755264,,2.757128,0.538134,1.110428829,1.785489527,7.490835345,12.04472336,101.2285,0.999063228
3/8/02,47.58295422,2.332304981,2.451762155,12.09699306,28.47030196,,2.757128,0.538134,1.117332469,1.791957015,7.542794274,12.09699306,101.2285,0.999063071
3/11/02,47.28762435,2.346533224,2.436545925,12.0363402,28.35365762,,2.757128,0.538134,1.110397422,1.784614618,7.489079709,12.0363402,101.2285,0.999063471
3/12/02,46.74909297,2.373596853,2.408797273,11.94112516,28.14665066,,2.757128,0.538134,1.097751937,1.771585825,7.399242581,11.94112516,101.2285,0.999063436
3/13/02,46.48917227,2.387096565,2.395404155,11.9103444,28.0588793,,2.757128,0.538134,1.09164842,1.766061019,7.362094802,11.9103444,101.2285,0.999063436
3/14/02,46.60924944,2.381597439,2.401590776,11.90525155,28.10461981,,2.757128,0.538134,1.09446815,1.76894037,7.36594566,11.90525155,101.2285,0.999063912
3/15/02,47.18412859,2.353499567,2.431213001,11.95768996,28.31793498,,2.757128,0.538134,1.107967335,1.782366983,7.433222223,11.95768996,101.2285,0.999063534
3/18/02,47.43658386,2.334195442,2.449858145,12.14197097,28.89090812,,2.750047,0.537206,1.113096839,1.809025383,7.470978367,12.14197097,101.0911,0.999037204
3/19/02,47.65454279,2.323410673,2.461114972,12.14510585,28.9912107,,2.750047,0.537206,1.11821155,1.81530596,7.481271989,12.14510585,101.0911,0.999036786
3/20/02,47.03863129,2.353785823,2.429307512,12.05976075,28.75718844,,2.750047,0.537206,1.103759138,1.800652841,7.392358387,12.05976075,101.0911,0.999036974
3/21/02,46.72513145,2.369333652,2.413115825,11.99687983,28.64681526,,2.750047,0.537206,1.096402795,1.793741926,7.332945939,11.99687983,101.0911,0.999037223
3/22/02,47.00285956,2.352959777,2.427458953,12.06454244,28.75518633,,2.750047,0.537206,1.102919561,1.800526781,7.390181582,12.06454244,101.0911,0.999037104
3/25/02,46.58701095,2.373631916,2.405982676,11.99950779,28.59773658,,2.750047,0.537206,1.093161848,1.790668648,7.325422339,11.99950779,101.0911,0.999037156
3/26/02,46.84559796,2.360284509,2.41933759,12.03769559,28.69058335,,2.750047,0.537206,1.099229398,1.796482289,7.365610536,12.03769559,101.0911,0.999037318
3/27/02,46.87405483,2.358875282,2.420806473,12.06558322,28.70619807,,2.750047,0.537206,1.099897107,1.797459415,7.383143097,12.06558322,101.0911,0.999036788
3/28/02,47.50151484,2.32828636,2.453211954,12.15789007,28.96036986,,2.750047,0.537206,1.114620273,1.813374854,7.47304437,12.15789007,101.0911,0.99903711
3/29/02,,,,12.15789007,28.96036986,,2.750047,0.537206,,1.813374854,,12.15789007,101.0911,0.99903711
4/1/02,,,,12.60580484,28.85052193,,3.138163,0.596857,,1.861580102,,12.60580484,83.80592,0.970954357
4/2/02,42.3494562,2.353217449,2.32098643,12.51147783,28.68875859,,3.138163,0.596857,1.113781558,1.85114198,7.527814405,12.51147783,83.80592,0.970954804
4/3/02,42.38953947,2.350404968,2.323181865,12.51194906,28.70624188,,3.138163,0.596857,1.114835716,1.852270081,7.530633807,12.51194906,83.80592,0.970954794
4/4/02,41.71904954,2.386917721,2.28643532,12.36772649,28.42817044,,3.138163,0.596857,1.09720184,1.834327308,7.397748588,12.36772649,83.80592,0.970954995
4/5/02,41.57077138,2.395601623,2.278309438,12.33286172,28.36474728,,3.138163,0.596857,1.093302226,1.830235111,7.367110977,12.33286172,83.80592,0.970954959
4/8/02,40.74236453,2.444108713,2.232907532,12.20207164,28.01110511,,3.138163,0.596857,1.071515093,1.807416332,7.233919328,12.20207164,83.80592,0.970954919
4/9/02,40.95272566,2.431783605,2.244437382,12.23584186,28.11881366,,3.138163,0.596857,1.077047706,1.814366384,7.263464273,12.23584186,83.80592,0.970954901
4/10/02,41.37304483,2.410001366,2.267473265,12.26677195,28.31124594,,3.138163,0.596857,1.088101923,1.826782973,7.306559316,12.26677195,83.80592,0.970954676
4/11/02,40.60935906,2.340707068,2.225618367,12.11749852,28.00449103,,3.138163,0.596857,1.068017405,1.80698958,7.162022107,12.11749852,83.80592,0.970954556
4/12/02,40.80847971,2.32880843,2.236532653,12.13614586,28.08888111,,3.138163,0.596857,1.073254152,1.812434663,7.186559159,12.13614586,83.80592,0.970954773
4/15/02,41.24993672,2.304284114,2.260726471,12.23947613,28.2539537,,3.138163,0.596857,1.084864332,1.82308642,7.283347048,12.23947613,83.80592,0.970954506
4/16/02,42.29716093,2.247244635,2.318119631,12.44666228,28.69016155,,3.138163,0.596857,1.112405938,1.851232706,7.479200741,12.44666228,83.80592,0.970955181
4/17/02,42.33818317,2.23983356,2.320367227,12.4392182,28.71847189,,3.138163,0.596857,1.113484681,1.853058978,7.474602304,12.4392182,83.80592,0.970954599
4/18/02,41.86639651,2.265122569,2.294511173,12.33800692,28.56285561,,3.138163,0.596857,1.101077046,1.843017927,7.371114525,12.33800692,83.80592,0.970954945
4/19/02,41.899335,2.242692524,2.296316246,12.31009954,28.61201242,,3.138163,0.596857,1.101943295,1.846190344,7.347580218,12.31009954,83.80592,0.970954412
4/22/02,41.39442753,2.25582481,2.268644688,12.21808716,28.40860872,,3.138163,0.596855,1.088664525,1.833065816,7.256366869,12.21808716,83.80592,0.970954316
4/23/02,41.30685876,2.26043168,2.263845926,12.19867865,28.37373635,,3.138163,0.596855,1.086361233,1.830814786,7.238401006,12.19867865,83.80592,0.970955016
4/24/02,40.94577308,2.280463197,2.244056207,12.12746304,28.22873072,,3.138163,0.596855,1.076865045,1.821458771,7.169880124,12.12746304,83.80592,0.970954965
4/25/02,40.37664445,2.313186343,2.212864327,12.07017728,27.97088124,,3.138163,0.596855,1.061896898,1.804821284,7.10169141,12.07017728,83.80592,0.970954777
4/26/02,40.24490412,2.321825682,2.205644986,12.03614114,27.955866,,3.138163,0.596855,1.058432105,1.803851762,7.062353168,12.03614114,83.80592,0.970954936
4/29/02,40.00392495,2.299859272,2.192438227,12.00540225,27.85359794,,3.138163,0.596855,1.052094547,1.79725371,7.027843745,12.00540225,83.80592,0.97095467
4/30/02,40.38802553,2.273715178,2.213488156,12.07621006,28.0161328,,3.138163,0.596855,1.062196299,1.807740577,7.095766835,12.07621006,83.80592,0.970954791
5/1/02,,,,12.07621006,28.0161328,,3.138163,0.596855,,1.807740577,,12.07621006,83.80592,0.970954791
5/2/02,40.04954989,2.279273917,2.19493837,12.01246421,27.91735352,,3.138163,0.596855,1.053294354,1.801367542,7.023919571,12.01246421,83.80592,0.970954519
5/3/02,39.51250686,2.30970387,2.16550529,11.87205654,27.7394213,,3.138163,0.596855,1.039170243,1.789885474,6.892668866,11.87205654,83.80592,0.970954556
5/6/02,39.30750002,2.316953171,2.154269761,11.83216535,27.63457472,,3.138163,0.596855,1.033778781,1.783120949,6.859793486,11.83216535,83.80592,0.970954606
5/7/02,39.01103966,2.335674675,2.138021768,11.79109014,27.50865638,,3.138163,0.596855,1.025981932,1.774996368,6.815476167,11.79109014,83.80592,0.97095471
5/8/02,40.00512967,2.278051991,2.192504229,11.973141,27.91834799,,3.138163,0.596855,1.052126412,1.801431287,6.992916113,11.973141,83.80592,0.970954908
5/9/02,39.83012723,2.291017106,2.182912974,11.9433803,27.84588528,,3.138163,0.596855,1.04752346,1.796755627,6.963089949,11.9433803,83.80592,0.970954768
5/10/02,39.14344678,2.334827942,2.145278291,11.81547638,27.56501292,,3.138163,0.596855,1.029463931,1.778631921,6.838743088,11.81547638,83.80592,0.970954487
5/13/02,39.66665642,2.30431101,2.173954233,11.91581364,27.7812565,,3.138163,0.596855,1.043224306,1.792584957,6.934603772,11.91581364,83.80592,0.970955171
5/14/02,40.40512476,2.263684899,2.214425767,12.06739625,28.07929881,,3.138163,0.596855,1.062646014,1.811817071,7.077629819,12.06739625,83.80592,0.970954859
5/15/02,40.63525034,2.251024688,2.227037372,12.11760603,28.15295341,,3.138163,0.596855,1.068698138,1.816569275,7.128857227,12.11760603,83.80592,0.970954772
5/16/02,40.4504691,2.261528124,2.216911068,12.12106357,28.11108772,,3.138163,0.596855,1.063838704,1.813868131,7.109037499,12.12106357,83.80592,0.970955035
5/17/02,40.18350638,2.309824546,2.202279615,12.03116658,27.97066807,,3.138163,0.596855,1.056817344,1.804807329,7.044932335,12.03116658,83.80592,0.970955052
5/20/02,39.77698537,2.337350312,2.180000012,11.97559016,27.79432897,,3.138163,0.596855,1.04612613,1.793429197,6.98548781,11.97559016,83.80592,0.970954388
5/21/02,39.69764123,2.341409043,2.1756523,11.96534076,27.75756043,,3.138163,0.596855,1.044039277,1.791056323,6.974814559,11.96534076,83.80592,0.970954734
5/22/02,39.08864211,2.377866852,2.142274973,11.85989345,27.51558777,,3.138163,0.596855,1.028022745,1.775443564,6.867151659,11.85989345,83.80592,0.970954915
5/23/02,39.18364607,2.350853455,2.147481887,11.88521379,27.57211185,,3.138163,0.596855,1.03052125,1.779090553,6.88439684,11.88521379,83.80592,0.970954615
5/24/02,39.29524288,2.337279196,2.153598404,11.89394915,27.61359705,,3.138163,0.596855,1.033456423,1.781767314,6.898699984,11.89394915,83.80592,0.970954486
5/27/02,39.57150369,2.321336555,2.168738288,11.9319334,27.72603406,,3.138163,0.596855,1.040722031,1.789022617,6.941122962,11.9319334,83.80592,0.970954528
5/28/02,39.24779505,2.340415851,2.15099723,11.88683364,27.59767222,,3.138163,0.596855,1.032208508,1.780740114,6.890219813,11.88683364,83.80592,0.97095527
5/29/02,39.1083109,2.296628908,2.143353702,11.85785687,27.54331276,,3.138163,0.596855,1.028540195,1.77723201,6.862515611,11.85785687,83.80592,0.970955038
5/30/02,38.26814194,2.346744224,2.097306598,11.70205467,27.2265917,,3.138163,0.596855,1.006443909,1.756795659,6.7039451,11.70205467,83.80592,0.970954871
5/31/02,38.71714308,2.321158623,2.121915415,11.81601536,27.3987674,,3.138163,0.596855,1.018252386,1.767905071,6.805617581,11.81601536,83.80592,0.970954951
6/3/02,38.22707143,2.356963406,2.09505653,11.7187116,27.21470423,,3.138163,0.596855,1.005363659,1.75602899,6.709209727,11.7187116,83.80592,0.970954903
6/4/02,36.84575116,2.449563038,2.019352273,11.47622185,26.65320274,,3.138163,0.596855,0.969035257,1.719798073,6.466377519,11.47622185,83.80592,0.970955134
6/5/02,36.95366388,2.443746041,2.025266796,11.50238868,26.69312683,,3.138163,0.596855,0.971873466,1.722374381,6.490381226,11.50238868,83.80592,0.970955097
6/6/02,37.05306527,2.436468926,2.030714154,11.50556358,26.74075071,,3.138163,0.596855,0.97448754,1.725446781,6.498043567,11.50556358,83.80592,0.970954571
6/7/02,36.28230515,2.477835851,1.988472373,11.36356851,26.40227014,,3.138163,0.596855,0.954216624,1.703606139,6.364913654,11.36356851,83.80592,0.970955065
6/10/02,36.22850396,2.48180922,1.98552372,11.36319819,26.38091096,,3.138163,0.596855,0.952801636,1.702227789,6.360414212,11.36319819,83.80592,0.97095492
6/11/02,36.90762926,2.436273876,2.022743295,11.5080668,26.64603945,,3.138163,0.596855,0.970662552,1.719335545,6.496957228,11.5080668,83.80592,0.970954716
6/12/02,35.91884091,2.504002896,1.968552239,11.34858602,26.24178752,,3.138163,0.596855,0.944657709,1.693251404,6.331327551,11.34858602,83.80592,0.970955047
6/13/02,35.53722541,2.524333829,1.94763795,11.29081623,26.08292845,,3.138163,0.596855,0.934621331,1.68300132,6.270130373,11.29081623,83.80592,0.970954769
6/14/02,34.54429298,2.596820101,1.8932198,11.12086447,25.66032083,,3.138163,0.596855,0.908507401,1.655732059,6.102066832,11.12086447,83.80592,0.970954609
6/17/02,36.17108914,2.48172471,1.980169775,11.40415553,26.29719527,,3.134949,0.59596,0.950030706,1.695604271,6.38963826,11.40415553,83.86907,0.970704085
6/18/02,36.05195853,2.487873323,1.975848033,11.41068073,26.28352241,,3.138163,0.596855,0.948158572,1.695943979,6.379417531,11.41068073,83.80592,0.970954766
6/19/02,35.3060717,2.540390091,1.934969507,11.26852544,25.96330808,,3.138163,0.596855,0.928542094,1.675282821,6.245691816,11.26852544,83.80592,0.97095522
6/20/02,34.57770691,2.594331514,1.895051123,11.15693571,25.66893444,,3.138163,0.596855,0.909386181,1.656288174,6.125723358,11.15693571,83.80592,0.970954687
6/21/02,34.32737158,2.612394402,1.881331305,11.09076346,25.5794772,,3.138163,0.596855,0.902802494,1.650515895,6.066448034,11.09076346,83.80592,0.970955012
6/24/02,32.21507693,2.817975771,1.813342249,10.80271036,24.850927,,3.209341,0.608868,0.871175896,1.618657678,5.814114382,10.80271036,81.53947,0.974504932
6/25/02,33.08509076,2.743439628,1.862313516,10.96702181,25.20887927,,3.209341,0.608868,0.894703172,1.641972404,5.97587948,10.96702181,81.53947,0.974505547
6/26/02,32.43486455,2.798530384,1.825713785,10.874268,24.90958564,,3.209341,0.608868,0.877119357,1.62247823,5.878680392,10.874268,81.53947,0.974505266
6/27/02,33.03623452,2.748510361,1.859563835,10.96395042,25.17158025,,3.209341,0.608868,0.893382004,1.639543446,5.974221677,10.96395042,81.53947,0.974505105
6/28/02,34.46435605,2.633908323,1.939950136,11.20143826,25.7691015,,3.209341,0.608868,0.932001785,1.678462225,6.219836407,11.20143826,81.53947,0.974505604
7/1/02,125.1241196,2.64171055,2.14694491,11.09536938,26.40029535,,0.986445,0.185576,0.939449505,1.674447036,6.225063585,11.09536938,348.8532,1.018692247
7/2/02,119.8639567,2.758171761,2.056688419,10.87044754,25.73275911,,0.986445,0.185576,0.89995574,1.632108205,5.994039876,10.87044754,348.8532,1.018692477
7/3/02,117.0909518,2.824307087,2.009108052,10.7169695,25.43484742,,0.986445,0.185576,0.879135458,1.613212695,5.840313505,10.7169695,348.8532,1.018692446
7/4/02,120.4544319,2.744782666,2.066820191,10.89080607,25.80812313,,0.986445,0.185576,0.904388888,1.636888072,6.0172251,10.89080607,348.8532,1.018692822
7/5/02,126.4852316,2.613269436,2.170298949,11.17694849,26.54356551,,0.986445,0.185576,0.94966873,1.683533659,6.304832948,11.17694849,348.8532,1.018692344
7/8/02,126.0809274,2.621210566,2.163361976,11.14142784,26.52175558,,0.986445,0.185576,0.946633459,1.682150931,6.269858535,11.14142784,348.8532,1.018692715
7/9/02,124.4060259,2.656727548,2.134623559,11.06457262,26.31360061,,0.986445,0.185576,0.934057775,1.668947946,6.192493966,11.06457262,348.8532,1.018692532
7/10/02,119.2427381,2.773807345,2.04603014,10.82171064,25.72364692,,0.986445,0.185576,0.895291413,1.631530539,5.93834095,10.82171064,348.8532,1.018693133
7/11/02,115.3353015,2.869556368,1.978984034,10.66016019,25.23348726,,0.986445,0.185576,0.865953886,1.600441877,5.767911522,10.66016019,348.8532,1.018692723
7/12/02,115.4026538,2.867190174,1.980138925,10.68391223,25.21087076,,0.986445,0.185576,0.86645935,1.599006707,5.789328845,10.68391223,348.8532,1.018692217
7/15/02,108.3003975,3.054595419,1.858274997,10.33417129,24.34361244,,0.986445,0.185576,0.813134675,1.54400085,5.442401807,10.33417129,348.8532,1.01869241
7/16/02,108.5609246,3.049518928,1.862745771,10.35108924,24.37794319,,0.986445,0.185576,0.815090833,1.546178409,5.456729899,10.35108924,348.8532,1.018693149
7/17/02,112.7938626,2.934984732,1.935376041,10.56069882,24.90046512,,0.986445,0.185576,0.846872303,1.579319548,5.662921953,10.56069882,348.8532,1.018692691
7/18/02,113.9658943,2.899242493,1.955485726,10.64077116,25.03685706,,0.986445,0.185576,0.855671774,1.587970446,5.733738659,10.64077116,348.8532,1.018693017
7/19/02,107.8343163,3.065616629,1.850277357,10.37788202,24.29145476,,0.986445,0.185576,0.80963539,1.54069338,5.45358386,10.37788202,348.8532,1.018692724
7/22/02,101.8829296,3.246919193,1.74816096,10.12867137,23.5757709,,0.986445,0.185576,0.764951488,1.495300641,5.18152807,10.12867137,348.8532,1.018692269
7/23/02,98.50430167,3.361010917,1.690188484,10.01708623,23.14296908,,0.986445,0.185576,0.739584032,1.467850012,5.047162152,10.01708623,348.8532,1.018692655
7/24/02,97.71093742,3.388923886,1.676576094,9.986089363,23.03094933,,0.986445,0.185576,0.733627489,1.460745238,5.015295942,9.986089363,348.8532,1.018692773
7/25/02,100.6977821,3.28532403,1.727824975,10.08700066,23.46085454,,0.986445,0.185576,0.756053205,1.488012324,5.125165332,10.08700066,348.8532,1.018692665
7/26/02,101.6011534,3.257183683,1.743326113,10.1426187,23.54004252,,0.986445,0.185576,0.762835734,1.493034309,5.182166238,10.1426187,348.8532,1.018693021
7/29/02,108.9770681,3.034600314,1.869885816,10.45744404,24.45335529,,0.986445,0.185576,0.818215336,1.550961587,5.516862025,10.45744404,348.8532,1.018692423
7/30/02,107.7037998,3.069659461,1.848038384,10.42823724,24.21940117,,0.986445,0.185576,0.808655304,1.536122747,5.489697602,10.42823724,348.8532,1.018692216
7/31/02,107.4365851,3.076654169,1.843453444,10.45715246,24.19085826,,0.986445,0.185576,0.806648917,1.534312741,5.497738812,10.45715246,348.8532,1.018692987
8/1/02,102.4211228,3.23145911,1.757395998,10.21852024,23.61231824,,0.986445,0.185576,0.768992339,1.497618789,5.246971954,10.21852024,348.8532,1.018692666
8/2/02,102.0043491,3.248537171,1.750244281,10.20433106,23.58263381,,0.986445,0.185576,0.765863175,1.495735783,5.22493442,10.20433106,348.8532,1.018692642
8/5/02,97.99185016,3.381010248,1.681395561,10.03641217,23.09194601,,0.986445,0.185576,0.735736927,1.464613787,5.041710736,10.03641217,348.8532,1.018693107
8/6/02,103.7904844,3.191993797,1.780892219,10.30671796,23.7902941,,0.986445,0.185576,0.779273719,1.508906406,5.322897696,10.30671796,348.8532,1.018692649
8/7/02,102.6695681,3.226181685,1.761658209,10.25637243,23.65485077,,0.986445,0.185576,0.770857703,1.500316185,5.269691666,10.25637243,348.8532,1.018692852
8/8/02,108.0123137,3.066664937,1.85333272,10.50244647,24.33672792,,0.986445,0.185576,0.810971977,1.543564744,5.517870122,10.50244647,348.8532,1.018692907
8/9/02,110.0869396,3.008702766,1.888929184,10.60558571,24.56396816,,0.986445,0.185576,0.826548268,1.557976884,5.626545931,10.60558571,348.8532,1.018692968
8/12/02,106.9099285,3.09812639,1.834416376,10.44671367,24.20331143,,0.986445,0.185576,0.802694824,1.535102233,5.46251762,10.44671367,348.8532,1.018692626
8/13/02,108.0520926,3.065744593,1.854013897,10.49837126,24.34158564,,0.986445,0.185576,0.811270296,1.543872632,5.516657649,10.49837126,348.8532,1.018692985
8/14/02,103.7299542,3.193829586,1.779852679,10.2865789,23.81891785,,0.986445,0.185576,0.778819243,1.510722048,5.303017587,10.2865789,348.8532,1.018693018
8/15/02,107.1642967,3.090073719,1.838781315,10.47144257,24.20580574,,0.986445,0.185576,0.804604781,1.535260466,5.487910975,10.47144257,348.8532,1.018692763
8/16/02,108.6064475,3.048834176,1.863526594,10.52669841,24.39936048,,0.986445,0.185576,0.815432758,1.547537216,5.546758185,10.52669841,348.8532,1.018692607
8/19/02,113.025908,2.928591805,1.939357622,10.70095523,24.9690864,,0.986445,0.185576,0.848614546,1.583672207,5.734132497,10.70095523,348.8532,1.01869283
8/20/02,110.9126986,2.985644079,1.903098148,10.59395924,24.72139302,,0.986445,0.185576,0.83274815,1.567961943,5.626475823,10.59395924,348.8532,1.018692709
8/21/02,112.170002,2.952037675,1.924672086,10.61181801,24.87211409,,0.986445,0.185576,0.842188286,1.577521314,5.665310983,10.61181801,348.8532,1.018692475
8/22/02,114.8381721,2.881043307,1.970453016,10.73210427,25.18560645,,0.986445,0.185576,0.862221195,1.597405249,5.792799149,10.73210427,348.8532,1.018692744
