,Value,Quality,Carry,Profitability,Size,Monmentum
Dates,SGEPVBE Index,SGEPQBE Index,SGEPCBE Index,SGEPPBE Index,SGEPSBE Index,SGEPMBE Index
02/01/2009,1003.57,1102.8,895.09,892.72,747.25,928.13
05/01/2009,1029.47,1127.79,916.6,919.71,772.8,951.99
06/01/2009,1063.3,1145.16,940.17,948.08,796.85,971.31
07/01/2009,1056.13,1133.69,932.08,936.11,792.6,968.77
08/01/2009,1039.92,1127.29,920.91,924.36,781.32,954.49
09/01/2009,1044.31,1125.85,923.9,922.08,785.97,953.09
12/01/2009,1026.52,1109.8,910.32,904.58,772.57,937.7
13/01/2009,1003.99,1103.98,887.61,891.78,758.27,924.58
14/01/2009,941.36,1079.31,836.7,858.51,721.94,889.41
15/01/2009,925.33,1080.6,825.31,860.21,713.39,881
16/01/2009,931.54,1086.79,826.1,870.09,718.86,888.99
19/01/2009,887.73,1088.59,785.28,858.81,696.56,874.39
20/01/2009,852.85,1075.94,758.04,839.3,673.69,852.69
21/01/2009,863.02,1068.62,762.57,844.7,677.04,854.29
22/01/2009,854.58,1063.39,756.17,840.61,675.49,850.58
23/01/2009,840.81,1063.49,750.17,837.31,668.21,842.98
26/01/2009,879.26,1074.28,780.27,854.05,684.99,864.1
27/01/2009,878.13,1079.36,783.48,857.49,686.94,867.85
28/01/2009,928.04,1094,821.81,883.1,714.71,897.75
29/01/2009,906.93,1086.93,801.65,871.3,701.36,885.69
30/01/2009,907.51,1100.18,806.42,876.91,710.7,893.96
02/02/2009,874.78,1075.84,775.78,848.55,681.63,866.33
03/02/2009,887.39,1091.84,787.53,862.2,692.27,877.81
04/02/2009,940.33,1109.25,826.39,897.19,728.78,908.95
05/02/2009,946.04,1111.75,828.07,905.64,738.77,915.15
06/02/2009,994.47,1123.85,864.34,933.81,773.16,942.8
09/02/2009,1014.42,1121.32,882.04,940.42,785.8,950.38
10/02/2009,977.11,1104.43,847.52,911.46,757.71,919.52
11/02/2009,970.31,1106.49,840.02,909.63,749.56,915.76
12/02/2009,951.03,1103.25,824.72,901.32,744.43,904.25
13/02/2009,957.85,1103.59,826.15,909.44,755.05,909.78
16/02/2009,939.82,1098.23,807.4,896.9,741.8,898.83
17/02/2009,899.14,1086.22,773.85,878.25,717.48,877.96
18/02/2009,890.66,1084.99,769.05,874.85,714.71,873.29
19/02/2009,893.04,1083.53,768.94,874.83,710.94,868.79
20/02/2009,846.91,1068.05,736.4,849.81,682.73,836.8
23/02/2009,831.96,1063.45,723.63,841.67,672.48,824.47
24/02/2009,818.51,1045.52,715,831.94,661.94,814.12
25/02/2009,821.99,1041.39,715.49,835.93,669.66,812.44
26/02/2009,847.84,1041.73,739.54,847.06,685.1,831.26
27/02/2009,827.98,1039.01,717.56,838.27,673.4,818.24
02/03/2009,790.13,1007.45,683.93,806.86,643.85,787.06
03/03/2009,775.84,992.63,669.85,794.7,636.9,774.17
04/03/2009,820.77,1013.81,701.23,829.7,670.02,803.6
05/03/2009,778.67,997.64,663.98,804.59,644.19,774.98
06/03/2009,767.2,988.35,653.09,797.2,629.63,760.9
09/03/2009,758.82,977.44,643.68,789.16,617.59,750.43
10/03/2009,812.4,999.03,686.18,822.93,648.07,789.13
11/03/2009,822.67,994.15,689.73,824.93,651.97,788.9
12/03/2009,823.99,1000.57,693.68,823.04,654.17,798.59
13/03/2009,830,1004.64,699.44,830.53,665.62,806.04
16/03/2009,856.26,1021.1,717.19,848.17,681.81,824.21
17/03/2009,849.88,1013.77,712.1,841.65,678.63,818.75
18/03/2009,842.26,1004.18,707.13,831.74,667.05,811.2
19/03/2009,875.24,995.06,733.45,839.88,683.08,818.61
20/03/2009,883.55,997.23,742.67,842.13,688.53,826.42
23/03/2009,917.41,1007.58,772.41,860.64,711.34,843.43
24/03/2009,909.38,1016.35,765.67,863.69,715.26,847.96
25/03/2009,911.41,1019.6,767.65,863.01,711.91,847.09
26/03/2009,918.28,1014.3,774.92,861.78,708.35,849.04
27/03/2009,910.77,1007.87,768.42,854.89,700.72,840.32
30/03/2009,857.5,995.07,728.48,831.86,676.23,815.62
31/03/2009,894.5,1019.62,754.33,857.44,696.62,840.86
01/04/2009,920.73,1032.84,776.09,871.69,719.94,856.78
02/04/2009,998.74,1054.8,833.27,913.88,763.65,897.75
03/04/2009,1019.09,1044.48,844.76,915.76,781.06,902.36
06/04/2009,1015.38,1039.05,843.69,909.95,780.11,900.3
07/04/2009,989.11,1037.54,829.95,897.5,763.92,887.8
08/04/2009,996.53,1038.32,835.11,896.16,764.19,891.27
09/04/2009,1035.29,1045.8,863.88,918.61,794.31,909.07
14/04/2009,1071.56,1044.77,884.47,938.17,822.82,921.04
15/04/2009,1063.85,1053.37,881.79,939.28,822.21,922.05
16/04/2009,1092.89,1056.89,900.52,954.35,837.26,935.58
17/04/2009,1123.95,1066.74,925.2,973.55,863.58,952.79
20/04/2009,1063.85,1046.05,884.99,935.44,815.08,918.8
21/04/2009,1061.2,1052.35,881.96,939.75,815.4,922.69
22/04/2009,1089.64,1056.55,897.35,956.48,837.59,932.9
23/04/2009,1092.5,1061.42,897.06,961.63,847.28,934.55
24/04/2009,1123.27,1072.42,916.23,978.74,864.89,950.48
27/04/2009,1120.23,1077.84,913.24,976.32,859.6,949.29
28/04/2009,1091.12,1071.4,896.26,963.22,842.86,937.15
29/04/2009,1124.12,1087.11,919.8,983.09,863.6,953.35
30/04/2009,1158.75,1092.03,939.55,999.06,884.55,964.65
04/05/2009,1200.12,1106.22,958.08,1028.34,911.91,979.17
05/05/2009,1222.47,1108.1,976.76,1037.57,932.33,985.12
06/05/2009,1252.3,1123.59,995.82,1051.95,946.26,995.86
07/05/2009,1243.81,1118.1,992.91,1038.9,934.97,984.08
08/05/2009,1267.54,1120.03,1009.06,1045.59,939.98,990.23
11/05/2009,1234.18,1108.52,987.77,1024.28,907.54,971.15
12/05/2009,1218.13,1116.81,983.95,1022.71,905.24,973.71
13/05/2009,1159.34,1108.44,943.35,995.59,867.71,943.97
14/05/2009,1170.46,1111.52,949.26,1004.27,873.81,953.85
15/05/2009,1183.37,1121.78,959.06,1018,887.54,962.26
18/05/2009,1215.97,1142.23,982.41,1038.78,912.04,986.13
19/05/2009,1245.67,1149.06,1002.59,1055.21,931.36,1001.07
20/05/2009,1264.49,1151.49,1013.15,1063.03,942.4,1006.39
21/05/2009,1237.86,1138.19,990.38,1047.94,926.42,984.47
22/05/2009,1231.6,1130.68,991.88,1039.8,920.27,981.43
25/05/2009,1232.8,1135.44,992.95,1042.26,919.92,981.59
26/05/2009,1229.59,1138.64,993.69,1041.45,915.17,984.48
27/05/2009,1244.82,1142.29,1007.17,1050.31,925.22,995.08
28/05/2009,1228.31,1131.7,996.11,1038.5,914.06,979.45
29/05/2009,1235.46,1125.16,997.12,1042.71,920.76,982.04
01/06/2009,1281.97,1142.24,1030.91,1072.82,953.67,1014.32
02/06/2009,1290.2,1145.95,1033.47,1081.35,964.1,1015.76
03/06/2009,1256.17,1137.78,1015.6,1062,942.66,998.68
04/06/2009,1250.06,1134.74,1007.19,1057.46,936.79,990.89
05/06/2009,1261.44,1135.82,1016.26,1064.89,945.49,996.93
08/06/2009,1243.88,1131.96,1005.1,1055.4,937.67,990.4
09/06/2009,1248.87,1137.25,1010.9,1061.12,942.86,997.59
10/06/2009,1272.1,1144.62,1022.73,1075.65,960.81,1010.44
11/06/2009,1289.02,1150.04,1033.02,1087.78,973.07,1019.94
12/06/2009,1290.61,1150.61,1035.16,1084.47,973.91,1015.7
15/06/2009,1250.89,1133.41,1008.84,1060.7,947.99,986.71
16/06/2009,1243.35,1133.65,1005.64,1058.2,942.81,981.51
17/06/2009,1193.27,1124.52,973.27,1027.99,909.84,957.29
18/06/2009,1196.04,1126.01,975.66,1025.77,905.92,956.55
19/06/2009,1216.39,1140.48,992.93,1039.69,919.7,971.65
22/06/2009,1162.54,1120.68,961.84,1008.95,883.9,941.48
23/06/2009,1156.11,1120.79,953.85,1005.24,878.09,936.39
24/06/2009,1199.66,1133.56,979.16,1030.82,908.37,964.03
25/06/2009,1191.8,1130.89,975.62,1024.18,904.04,960.22
26/06/2009,1195.21,1130.55,976.92,1027.02,910.86,961
29/06/2009,1221.36,1141.53,994.22,1046.24,927.22,977.62
30/06/2009,1212.55,1137.48,987.01,1037.73,920.75,972.34
01/07/2009,1234.79,1151.27,1000.41,1052.94,933.85,987.41
02/07/2009,1204.63,1135.4,978.96,1033.53,913.67,964.33
03/07/2009,1198.48,1134.92,977.02,1029.19,906.8,962.89
06/07/2009,1173.93,1131.18,963.33,1015.48,890.61,951.22
07/07/2009,1169.7,1123.67,955.31,1011.13,885.92,946.47
08/07/2009,1149.74,1119.58,938.34,1000.72,871.83,933.71
09/07/2009,1160.16,1120.82,943.85,1005.96,879.47,941.16
10/07/2009,1144.07,1113.58,933.55,996.12,867.11,934.46
13/07/2009,1163.92,1120.43,950.32,1007.04,878.95,948.61
14/07/2009,1187.64,1129.45,961.82,1021.06,900.7,963.89
15/07/2009,1224.87,1144.73,982.24,1043.66,926.16,989.71
16/07/2009,1228.4,1147.53,985.83,1045.1,926.01,995.13
17/07/2009,1231.57,1149.46,988.58,1047.48,926.78,998.8
20/07/2009,1251.28,1156.99,1001.17,1059.01,942.42,1014.44
21/07/2009,1264.3,1167.97,1007.26,1071.11,953.41,1023.61
22/07/2009,1264.46,1177.53,1011.43,1075.48,955.49,1026.89
23/07/2009,1291.14,1183.36,1023.81,1091.9,971.02,1044.17
24/07/2009,1293.53,1176.49,1023.39,1092.87,975.1,1045.6
27/07/2009,1300.14,1180.8,1027.53,1095.28,976.35,1047.42
28/07/2009,1281.11,1177,1019.64,1084.74,960.25,1033.32
29/07/2009,1293.06,1183.5,1027.62,1088.41,968.19,1044.96
30/07/2009,1328.51,1196.35,1045.97,1111.83,994.49,1072.31
31/07/2009,1334.5,1195.59,1043.02,1114.72,1008.21,1078.46
03/08/2009,1366.9,1203.48,1055.12,1133.7,1033.26,1102.18
04/08/2009,1362.87,1201.87,1057.47,1126.95,1032.42,1097.46
05/08/2009,1372.42,1198.98,1061.94,1129.97,1043.26,1101.62
06/08/2009,1373.44,1195.65,1066.78,1130.74,1051.2,1109.37
07/08/2009,1383.54,1207.55,1075.36,1138.97,1059.5,1118.77
10/08/2009,1379.65,1204.01,1074.13,1133.62,1057.25,1117.78
11/08/2009,1353.76,1195.96,1060.89,1117.52,1037.81,1099.06
12/08/2009,1369.46,1204.16,1072.5,1125.61,1047.15,1107.5
13/08/2009,1391.52,1206.29,1081.05,1138.7,1066.59,1126.27
14/08/2009,1389.28,1201.69,1081.08,1137.78,1070.83,1124.21
17/08/2009,1353.63,1186.24,1061.42,1115.06,1040.82,1098.58
18/08/2009,1371.54,1196.17,1074.4,1126.59,1053.35,1112.3
19/08/2009,1367.25,1194.32,1072.44,1122.49,1044.4,1105.56
20/08/2009,1397.37,1205.75,1087.69,1139.3,1067.49,1126.83
21/08/2009,1430.4,1222.06,1112.33,1160.36,1086.66,1148.06
24/08/2009,1457.87,1225.54,1126.61,1172.8,1105.71,1158.57
25/08/2009,1465.55,1229.1,1135.01,1177.11,1111.18,1159.25
26/08/2009,1451.54,1223.46,1132.18,1166.68,1099.52,1150.22
27/08/2009,1443.54,1219.64,1127,1161.8,1089.78,1138.99
28/08/2009,1460.72,1224.75,1136.01,1172.06,1105.74,1155.18
31/08/2009,1444.57,1221.46,1127.41,1162.83,1094.08,1147.53
01/09/2009,1418.92,1211.1,1110.87,1147.43,1069.46,1124.12
02/09/2009,1400.41,1212.62,1100.92,1136.97,1056.85,1110.1
03/09/2009,1410.75,1210.86,1103.82,1138.33,1071,1117.08
04/09/2009,1430.85,1221.02,1117.63,1153.11,1092.29,1134.84
07/09/2009,1458.52,1241.75,1134.13,1174.26,1110.45,1155.87
08/09/2009,1466.93,1247.09,1137.62,1182.82,1121.84,1163.31
09/09/2009,1484.19,1253.67,1148.05,1191.29,1132.73,1175.23
10/09/2009,1490.62,1261.58,1151.93,1196.9,1139.45,1174.66
11/09/2009,1501.9,1270.34,1157.91,1204.26,1146.12,1180.85
14/09/2009,1491.1,1268.39,1152.9,1199.3,1136.65,1171.99
15/09/2009,1496.38,1268.1,1155.5,1201.2,1143.65,1172.49
16/09/2009,1519.86,1281.23,1171.75,1221.18,1161.95,1193.45
17/09/2009,1535.22,1285.8,1175.9,1227.87,1172.36,1201.48
18/09/2009,1522.29,1277.54,1172.28,1220.27,1159.68,1190.42
21/09/2009,1502.1,1271.83,1163.34,1208.62,1145.97,1180.46
22/09/2009,1515.4,1275.24,1169.63,1217.14,1156.45,1189.56
23/09/2009,1519.29,1280.78,1171.57,1223.3,1156.56,1192.57
24/09/2009,1492.49,1257.97,1152.29,1197.91,1130.21,1167.04
25/09/2009,1483.27,1255.8,1145.19,1190.51,1121.26,1157.87
28/09/2009,1507.35,1269.24,1163.29,1205.65,1138.6,1176.36
29/09/2009,1511.46,1272.41,1165.92,1211.21,1141.71,1180.66
30/09/2009,1509.99,1272.01,1165.12,1208.19,1138.7,1176.43
01/10/2009,1487.52,1262.8,1153.54,1192.28,1125.73,1158.22
02/10/2009,1449.71,1244.72,1131.48,1167.69,1096.38,1131.91
05/10/2009,1468.24,1252.76,1142.81,1176.36,1108.81,1144.08
06/10/2009,1507.54,1266.87,1161.11,1200.66,1138.94,1174.98
07/10/2009,1510.35,1264.64,1164.25,1201.5,1141.16,1173.83
08/10/2009,1533.87,1278.52,1174.3,1219.73,1164.79,1194.6
09/10/2009,1532.74,1275.21,1171.83,1218.23,1164.59,1192.89
12/10/2009,1542.75,1277.85,1174.28,1222.28,1169.88,1201.13
13/10/2009,1526.9,1269.51,1165.91,1212.01,1162.4,1189.36
14/10/2009,1550.2,1282.53,1179.76,1231.42,1184.1,1214.75
15/10/2009,1551.4,1289.7,1184.47,1239.61,1186.25,1216.78
16/10/2009,1544.31,1290.02,1180.09,1236.65,1183.55,1209.86
19/10/2009,1564.16,1301.54,1191.64,1251.48,1196.43,1225.03
20/10/2009,1558.25,1300.99,1194.26,1249.58,1193.9,1218.54
21/10/2009,1558.88,1306.53,1198.73,1253.25,1192,1217.72
22/10/2009,1540.56,1295.48,1188.02,1238.67,1176.69,1197.29
23/10/2009,1530.61,1286.23,1175.44,1232.39,1168.57,1190.95
26/10/2009,1510.44,1279.6,1166.19,1221.29,1153.47,1169.67
27/10/2009,1504.47,1288.53,1167.88,1220.33,1146.64,1160.21
28/10/2009,1465.77,1276.59,1148.92,1193.46,1105.98,1117.07
29/10/2009,1492.76,1287,1164.82,1215.89,1138.01,1150.27
30/10/2009,1470.92,1273.28,1149.33,1200.79,1121.01,1127.12
02/11/2009,1470.94,1273.44,1146.35,1200.09,1115.74,1129.16
03/11/2009,1456.54,1272.54,1138.97,1195.1,1102.95,1114.32
04/11/2009,1488.78,1288.52,1157.86,1219.92,1138.53,1153.35
05/11/2009,1495.7,1296.54,1163.63,1225.07,1143.32,1160.07
06/11/2009,1500.28,1299.94,1165.95,1231.07,1148.97,1169.08
09/11/2009,1523.88,1316.22,1183.25,1252.58,1166.49,1190.44
10/11/2009,1514.28,1315.92,1179.8,1250.75,1156.91,1180.92
11/11/2009,1518.94,1315.42,1180.54,1252.67,1164.67,1192.5
12/11/2009,1528.18,1321.12,1185.92,1257.99,1172.33,1198.36
13/11/2009,1537.65,1329.42,1192.53,1265.45,1185.59,1205.51
16/11/2009,1556.94,1342.11,1199.9,1280.12,1205.65,1226.39
17/11/2009,1550.73,1342.52,1200.05,1274.84,1199.39,1217.32
18/11/2009,1547.82,1338.62,1197.81,1274.45,1194.57,1211.39
19/11/2009,1514.69,1319.97,1181.76,1251.82,1166.91,1183.38
20/11/2009,1505.77,1316.13,1172.18,1245.85,1158.55,1172.54
23/11/2009,1528.02,1331.2,1187.92,1265.24,1173.8,1194.41
24/11/2009,1514.99,1326.41,1182.93,1258.42,1165.73,1182.52
25/11/2009,1515.39,1334.34,1184.16,1266.58,1165.41,1184.9
26/11/2009,1468.72,1304.49,1154.23,1231.19,1128.82,1141.54
27/11/2009,1487.88,1314.98,1164.25,1243.74,1147.87,1158.5
30/11/2009,1464.03,1300.23,1148.07,1227.54,1126.68,1138.98
01/12/2009,1506.57,1328.32,1179.24,1260.04,1161.7,1174.94
02/12/2009,1515.4,1337.68,1186.14,1271.12,1172.11,1180.93
03/12/2009,1514.28,1333.97,1184.15,1266.27,1170.37,1179.61
04/12/2009,1529.85,1348.24,1196.51,1279.7,1183.2,1190.72
07/12/2009,1525.59,1347.41,1192.1,1275.76,1182.53,1186.61
