date,UX2-UX5_ema_20,UX2-UX5_ema_60,UX5-UX8_ema_20,UX5-UX8_ema_60,CSI BARC-BASPCAAA_ema_20,CSI BARC-BASPCAAA_ema_60,UX2-UX5_signal_20_60,UX2-UX5_signal_20_80,UX2-UX5_signal_20_100,UX2-UX5_signal_30_60,UX2-UX5_signal_30_80,UX2-UX5_signal_30_100,UX2-UX5_signal_40_60,UX2-UX5_signal_40_80,UX2-UX5_signal_40_100,UX5-UX8_signal_20_60,UX5-UX8_signal_20_80,UX5-UX8_signal_20_100,UX5-UX8_signal_30_60,UX5-UX8_signal_30_80,UX5-UX8_signal_30_100,UX5-UX8_signal_40_60,UX5-UX8_signal_40_80,UX5-UX8_signal_40_100,CSI BARC-BASPCAAA_signal_20_60,CSI BARC-BASPCAAA_signal_20_80,CSI BARC-BASPCAAA_signal_20_100,CSI BARC-BASPCAAA_signal_30_60,CSI BARC-BASPCAAA_signal_30_80,CSI BARC-BASPCAAA_signal_30_100,CSI BARC-BASPCAAA_signal_40_60,CSI BARC-BASPCAAA_signal_40_80,CSI BARC-BASPCAAA_signal_40_100,Equi_weighted
2009-02-26,2.6384410631712094,3.987557701798115,1.7446850783036116,2.002392482233118,-1.768460473100538,-2.0421534959388272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,580.4585740511869
2009-02-27,2.6264046964166137,3.926154861345573,1.774107047780042,1.9911366711987313,-1.7648058904790456,-2.036731222052411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,571.3817330755342
2009-03-02,2.6538790118347118,3.8743491264569334,1.8139132417775656,1.9775785351800377,-1.7686925100923774,-2.028811178678968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,548.6890493093252
2009-03-03,2.714060845607691,3.817139196202213,1.8675650684698797,1.963252957499909,-1.7684256675517616,-2.029351448568012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,539.9470527298539
2009-03-04,2.727143852949643,3.7512639182053276,1.8969870379463099,1.9496948214812153,-1.779969507895838,-2.0229425948842126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,562.6234593379149
2009-03-05,2.7781675815832556,3.710359749831024,1.9385239360306823,1.9511017978605136,-1.7740873701526745,-2.0116243322086693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,542.2677104200553
2009-03-06,2.830499610951063,3.6727167338328037,1.9506388646386241,1.9420204048668603,-1.7857588308422636,-2.0130767969103736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,534.398867109793
2009-03-09,2.890681444724042,3.6453230538737036,1.9800608341150545,1.9426599395847233,-1.8018621980760112,-2.006213803319841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,527.510141250853
2009-03-10,2.888064843255652,3.608984498825917,1.973138017767659,1.9172064578137797,-1.85065957746012,-2.0070085481566227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,553.1606171833307
2009-03-11,2.8985312491292134,3.5765593266294307,1.9817915382019033,1.9023692523593607,-1.874362156176653,-1.9979492400171532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,554.8592549014592
2009-03-12,2.9063810535343837,3.536027861383823,2.012944211765183,1.8903459996635381,-1.9025894562340806,-1.9931651109996797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,557.3810517602003
2009-03-13,2.9116142564711653,3.5066774899990723,2.007752099504636,1.8744855386605384,-1.913692426293661,-1.9949307756370618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,562.2909402500404
2009-03-16,2.9430134740918503,3.484222126495184,2.0164056199388805,1.8744855386605384,-1.9431843279566203,-2.001460994295936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,575.3673115134153
2009-03-17,2.918155760142142,3.4499334386552203,2.023328436286276,1.8889390232842402,-2.007029306261602,-2.0138363067543907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,571.4189380084432
2009-03-18,2.876290136647895,3.416296981290474,2.021597732199427,1.8949506496321513,-2.000091400205564,-2.0131590118934883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,565.4638234346897
2009-03-19,2.8592822271033578,3.3981277037665807,2.009482803591485,1.9132413425630304,-2.0424033456677244,-2.033168572784081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,574.9696837929499
2009-03-20,2.8618988285717477,3.3889033013313736,2.0042906913309384,1.93306691881678,-2.1054129908020798,-2.0502066492849336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,579.063389067098
2009-03-23,2.7899422881910128,3.367100168302702,1.9748687218545082,1.9464971478919009,-2.167610506464992,-2.0672368957873952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,594.4429782083732
2009-03-24,2.7520015668993523,3.346228793095768,1.9939064668098454,1.9577529589262876,-2.206267869305661,-2.0751765141568175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,595.0824379927474
2009-03-25,2.7271438529496437,3.3273141093144845,2.006021395417787,1.9641483061049168,-2.2447047970040814,-2.0878885165461254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,595.3568243729516
2009-03-26,2.693128033860569,3.3046723942462477,2.0042906913309384,1.9641483061049168,-2.2747419855978657,-2.0946771251519336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,596.054416864996
2009-03-27,2.6604205155056895,3.2901369722271334,2.0233284362862753,2.0037994586124164,-2.3073431829514908,-2.098944474275539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,590.9759435229118
2009-03-30,2.6303295986191997,3.2850123042075743,2.021597732199427,2.0333459625776826,-2.3404084542887973,-2.098952304273931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,570.2539585467289
2009-03-31,2.5989303809985147,3.286037237811486,2.0042906913309384,2.0579040957436177,-2.353646164673312,-2.103043478433718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,588.6948160739263
2009-04-01,2.589772275859148,3.2739243861288907,2.026789844459974,2.07286920814161,-2.3647839402816677,-2.105228047985068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,602.0304592135111
2009-04-02,2.526973840617779,3.244853542090661,2.057942518023253,2.0989622246304163,-2.4139989862510904,-2.113653126254791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,635.0521624785927
2009-04-03,2.4641754053764098,3.2041357252807057,2.0787109670654393,2.10906687317265,-2.4359032782808576,-2.119921039967536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.3329376433699
2009-04-06,2.384369060590503,3.142546533263816,2.0890951915865323,2.1196831494891746,-2.450359182872536,-2.122735924389437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.1204067894352
2009-04-07,2.3241872268175245,3.0884114038208312,2.1271706814972067,2.1342645410564485,-2.4411937216948267,-2.120112874928138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.5099075573683
2009-04-08,2.2496140849683983,3.013125371824391,2.1392856101051487,2.1300436119185533,-2.4495702571002775,-2.1199562749602996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.3422505031385
2009-04-09,2.163266236511516,2.9356962968379534,2.1392856101051487,2.1250552411192225,-2.4535032841119775,-2.1186917302200023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.2449165853777
2009-04-14,2.063835380712681,2.87205723761324,2.134093497844602,2.115973848125569,-2.4317962235252746,-2.1114372367098744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.7165902609112
2009-04-15,1.9330053072931617,2.8065546627450506,2.0942873038470786,2.099218038517561,-2.399218229870834,-2.1067196626787332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.6840359446157
2009-04-16,1.8322661507601319,2.711142661799067,2.018136324025729,2.0587994443486264,-2.377801215523933,-2.1083600473418436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.7222744770672
2009-04-17,1.7655428133161775,2.6409812978221865,1.92640900742274,2.0420436347406183,-2.3815370110925693,-2.1009528688630725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.641452573593
2009-04-20,1.7001277766064178,2.5846099496070307,1.8710264766435767,2.032194800085529,-2.300289258399532,-2.086576991815478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.5517282272664
2009-04-21,1.5889222141998265,2.52348663650101,1.765453527345797,2.002648296120263,-2.2419551586507684,-2.0822352577071497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.6143941234809
2009-04-22,1.513040771616505,2.4729853625628033,1.6910332516112967,1.9755320240828766,-2.187159623027576,-2.077662538646259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.9107418779888
2009-04-23,1.434542727564794,2.4282609871193737,1.583729598226668,1.9521250534090941,-2.1455901959393056,-2.078249788525654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.6929732670931
2009-04-24,1.3665110893866435,2.401053658724621,1.4989250979710744,1.9360087785189488,-2.108696314236628,-2.072255924756627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.667030964968
2009-04-27,1.3102541578162503,2.367230849795527,1.4573881998867022,1.9271831994124413,-2.0775337462324157,-2.062969546663791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,685.5613468650776
2009-04-28,1.2592304291826377,2.333128513519912,1.3725836996311085,1.91375297033732,-2.0664771835712044,-2.069006475423974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,674.5731024612226
2009-04-29,1.1624161748521935,2.2977217162938635,1.2652800462464797,1.888171581622804,-2.0443640582487816,-2.074013759395618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,689.5783169651005
2009-04-30,1.0708351234585298,2.275359528572148,1.1562456887750021,1.8613111234725621,-2.0093960835783804,-2.066590920920062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0791744225387
2009-05-04,0.980562372799062,2.2446115204547903,0.9693296473953263,1.811427415479256,-1.9740104423226668,-2.0623039968004773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,718.9667260007836
2009-05-05,0.9086058324183263,2.2147952701591707,0.7893364223630459,1.7717762629717566,-1.9191452956019215,-2.058412487599685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0947237591864
2009-05-06,0.8458073971769572,2.188706051150503,0.5885747482885794,1.7097413953390552,-1.8682015740432858,-2.0525517338033215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,740.1200556678809
2009-05-07,0.7856255634039782,2.160287437587491,0.39819729873520604,1.654101874884983,-1.8462624764647435,-2.0554605782059263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,733.9568260006674
2009-05-08,0.7162856244916329,2.113233667589716,0.17320576744485575,1.582473986484338,-1.8141021493956153,-2.0579818376881294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,740.8932206798968
2009-05-11,0.6665701965922156,2.0727022023441077,-0.04313224341125031,1.5102065633658304,-1.782626331452419,-2.05818541764632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,724.7334906016852
2009-05-12,0.6325543775031407,2.032636616009368,-0.25081673383311215,1.4449740221438143,-1.7566613920654395,-2.0602760272169673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,723.2348293979429
2009-05-13,0.6155464679586032,1.9930369085854982,-0.4273485506916948,1.3759042726146211,-1.7363001460314131,-2.049826894362928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,699.7317756868089
2009-05-14,0.5985385584140658,1.951573685518152,-0.6229181125056147,1.2921252245745816,-1.7120870859328314,-2.0406149012548163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,704.9369783316146
2009-05-15,0.5933053554772851,1.904985794431246,-0.7648358476272203,1.214101988995308,-1.6841034247168374,-2.045489075253796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,712.9406895236722
2009-05-18,0.5893804532746997,1.8649202080965068,-0.9604054094411401,1.1072996911122035,-1.6706336773404813,-2.03986322140919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,729.8631207265194
2009-05-19,0.5448982283120629,1.8197299537422078,-1.1975118693394322,0.9947415807683332,-1.674763935795246,-2.028118223821286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,742.3500263341167
2009-05-20,0.5318152209701109,1.7764032150313853,-1.3965428393270498,0.8802648662708743,-1.6523375605338377,-2.0221282750514553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,748.8597269390456
2009-05-21,0.5383567246410871,1.7260882926575267,-1.5851895847935742,0.7721834989520441,-1.6500519961642064,-2.023854789696877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,735.4089810382734
2009-05-22,0.5527480327172342,1.6897497376097401,-1.7547985853047614,0.6768928259904721,-1.6478708484409041,-2.022136105049847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,731.967524744187
2009-05-25,0.5684476415275764,1.6622628818684655,-1.9347918103370412,0.5835207571824887,-1.633751397487395,-2.017892245921418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,733.0487931068561
2009-05-26,0.5789140474011379,1.6338442683054526,-2.1718982702353333,0.4799161328886991,-1.627498000557286,-2.015402306432783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,732.823238201095
2009-05-27,0.6011551598824562,1.611947959494607,-2.3830441688308923,0.3775905780306351,-1.6006281169021266,-2.0136053218018337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,740.0165794482275
2009-05-28,0.6181630694269936,1.572814130981606,-2.554383873428929,0.2739859537368453,-1.552178793005778,-2.000952044400465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,731.0920461666713
2009-05-29,0.6129298664902127,1.527157997716438,-2.7378385066349065,0.15950923923938642,-1.4851781116117624,-1.9710101305497016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,732.8499792466234
2009-06-01,0.615546467958603,1.4926829583121275,-2.8797562417565117,0.04631159417765317,-1.4785302517955246,-1.9605844876908387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,755.2519994744804
2009-06-02,0.6273211745663597,1.4488903406904359,-3.026866089138664,-0.06304884257690271,-1.4471936560474314,-1.948103470254093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,759.3096624698727
2009-06-03,0.6547954899844588,1.4139494223752562,-3.103017068960013,-0.15769998082061182,-1.4142792087548215,-1.927197374547624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,745.597319384584
2009-06-04,0.6744200009973867,1.371088562575303,-3.1947443855630024,-0.25810693152508707,-1.3888015470507071,-1.916074861831879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,741.4396681319986
2009-06-05,0.7032026171496811,1.3352158864383854,-3.2535883245158637,-0.348920861461619,-1.3688347639028107,-1.8953919210795804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,746.5204667823896
2009-06-08,0.722827128162609,1.2979455735688608,-3.3141629675555726,-0.44676967329464257,-1.3373241404108365,-1.8769640198641588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,739.960772048864
2009-06-09,0.7332935340361704,1.2588117450558596,-3.3937753555506194,-0.552932436459884,-1.292506195436796,-1.8544057944969914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,743.9347239452111
2009-06-10,0.7293686318335848,1.215950885255906,-3.480310559893062,-0.6520603177286334,-1.269592542492522,-1.8324778840003744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,754.138176795516
2009-06-11,0.7280603310993896,1.162840689416833,-3.544346611106469,-0.7626998239189149,-1.2256215325387008,-1.7984761159833924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,761.8721522239829
2009-06-12,0.7189022259600231,1.121843345260356,-3.6447274481437018,-0.8803742120056884,-1.1803975228289394,-1.7665453825410775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,761.5919525730118
2009-06-15,0.7280603310993895,1.09994703644951,-3.639535335883155,-0.984618371017341,-1.1280383756200743,-1.745592306844257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,742.7662565210366
