date,MRI CITI Index_ema_20,MRI CITI Index_ema_60,MRIST Index_ema_20,MRIST Index_ema_60,CESIG10 Index_ema_20,CESIG10 Index_ema_60,CESIUSD Index_ema_20,CESIUSD Index_ema_60,MRI CITI Index_signal_20_60,MRI CITI Index_signal_20_80,MRI CITI Index_signal_20_100,MRI CITI Index_signal_30_60,MRI CITI Index_signal_30_80,MRI CITI Index_signal_30_100,MRI CITI Index_signal_40_60,MRI CITI Index_signal_40_80,MRI CITI Index_signal_40_100,MRIST Index_signal_20_60,MRIST Index_signal_20_80,MRIST Index_signal_20_100,MRIST Index_signal_30_60,MRIST Index_signal_30_80,MRIST Index_signal_30_100,MRIST Index_signal_40_60,MRIST Index_signal_40_80,MRIST Index_signal_40_100,CESIG10 Index_signal_20_60,CESIG10 Index_signal_20_80,CESIG10 Index_signal_20_100,CESIG10 Index_signal_30_60,CESIG10 Index_signal_30_80,CESIG10 Index_signal_30_100,CESIG10 Index_signal_40_60,CESIG10 Index_signal_40_80,CESIG10 Index_signal_40_100,CESIUSD Index_signal_20_60,CESIUSD Index_signal_20_80,CESIUSD Index_signal_20_100,CESIUSD Index_signal_30_60,CESIUSD Index_signal_30_80,CESIUSD Index_signal_30_100,CESIUSD Index_signal_40_60,CESIUSD Index_signal_40_80,CESIUSD Index_signal_40_100,Equi_weighted
2006-01-24,0.15990174189862255,0.10811877010602503,-0.48924378458689904,-0.2896777064679072,0.8909005881581247,1.2880381034125015,0.6482396096308427,1.0674631635881149,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1823.9846546218307
2006-01-25,0.15300505995318364,0.10607470110969351,-0.5362593187090725,-0.312067585488188,0.8698858371467187,1.2763130038126678,0.6068544341342692,1.061935315365806,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1846.0704258556761
2006-01-26,0.12519585856028584,0.1034803058451187,-0.7013360829602586,-0.32634774454836707,0.8518986350098374,1.2649765815476353,0.5643540892380874,1.0562168516875556,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1859.6283675175207
2006-01-27,0.08715287105480174,0.10112176469550546,-0.844124001405377,-0.32634774454836707,0.8109376796486228,1.2430810916871722,0.4854248772880355,1.0324375735588305,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1881.5383955935617
2006-01-30,0.055561618272469256,0.0997852580440581,-0.9600956522400714,-0.3288159201883977,0.7637435354280929,1.217104489811298,0.40488486509410504,1.009516064981843,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1882.6464347714266
2006-01-31,0.04110083354816221,0.09907769569917395,-1.0196486621281575,-0.34186199142856144,0.7247415822798058,1.1915165652702246,0.33797470111760897,0.9854032098052204,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1879.7380998306862
2006-02-01,0.01929841965613044,0.09436061339994721,-1.0753707766433258,-0.3665437478288708,0.6843149002493895,1.1649569473921484,0.27193189111858596,0.959860738709035,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1904.0313765832957
2006-02-02,0.006839897432112317,0.09263101655689743,-1.1143762568039437,-0.38346838078908263,0.6326684782722057,1.13755519528867,0.20427828087568434,0.9336511135170534,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1896.5365738657063
2006-02-03,0.0075073182655420395,0.09223792636529526,-1.0541267204844185,-0.3869943459891264,0.5815563296258206,1.1137163187542016,0.13377479327822822,0.910824912668037,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1895.0899076276817
2006-02-06,0.015071421044409929,0.09388890517002461,-0.9722848647902647,-0.39175439900918546,0.5274166321049107,1.0876101577667268,0.0661211830353266,0.8887611736427872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.7008294219766
2006-02-07,0.023747891878994107,0.0950681757448311,-0.9057665905877821,-0.4053293650293552,0.4666875635041534,1.0610505398886505,0.0010696347248442654,0.8671739732573917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.4083670888788
2006-02-08,0.03331425715815067,0.0915303640204111,-0.8350691577966625,-0.43635785878974387,0.40756131489579134,1.0334544491177715,-0.06596443696271942,0.8386293087301246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.1040313765832
2006-02-09,0.04043341271473249,0.08752084406606851,-0.770988726104219,-0.45028542132991856,0.3416676040973155,1.0027489396684834,-0.14353066409102788,0.8045091421165633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.8858526757967
2006-02-10,0.028419837713000686,0.07973765827234464,-0.7737748318299771,-0.4913629159104326,0.28040426216575964,0.9731446826677986,-0.22010562953079565,0.770388975503002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.1905741657556
2006-02-13,0.02041078771184623,0.07651431870120663,-0.7382519838265573,-0.5142816897107194,0.22412747132165597,0.9434756461113136,-0.2985392106365772,0.7331713077303884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.2982275659574
2006-02-14,-0.009178202570197332,0.0676304803709967,-0.7884018868902087,-0.5634689042513359,0.18512551817336897,0.9202845651348471,-0.3436416174651783,0.7085819139139115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.6187230759338
2006-02-15,-0.04188182340824512,0.06071209299879783,-0.8343726313652226,-0.5929107136717049,0.1409589228273636,0.895473995263376,-0.4048520267325656,0.6783693641471548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.4337426862987
2006-02-16,-0.0759202859131521,0.04994142174889724,-0.8824329551345552,-0.633106716952208,0.10534070077413346,0.871440780061507,-0.4457415713848687,0.6518261619072754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925.5427677404143
2006-02-17,-0.1261993220315114,0.04035002107380341,-0.9203936456480137,-0.6627248246325786,0.07453093869808937,0.8498691879800451,-0.4910917936356049,0.6238056898838479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.477807068304
2006-02-20,-0.1827076192618799,0.029264877670621352,-0.9879567094976552,-0.6997474592330423,0.0487077277094975,0.8278441390079819,-0.5387962623966254,0.5946415251247705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.3617951520605
2006-02-21,-0.2216405012119371,0.01605704723278735,-1.0046733438522053,-0.7448798137936079,0.02448733671330099,0.8030335691365109,-0.5868724542908484,0.5589011271357051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.6058423883921
2006-02-22,-0.2599059623285646,-0.001003067082748374,-1.0349722436198279,-0.8044686256743541,-0.015583163096582928,0.7778343219302387,-0.6349486461850716,0.5142971104453511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.5571486744252
2006-02-23,-0.2903848470551808,-0.019399688049731457,-1.0812912513105615,-0.8829213513753368,-0.04265301185703785,0.7555501547349748,-0.6842639151899707,0.4655472075882658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957.5344520885574
2006-02-24,-0.3177491012257923,-0.03866110743823982,-1.1234311004126574,-0.9682497092164054,-0.055475571796200704,0.7301565688613022,-0.7076824725817443,0.41212722606060914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.0682183501578
2006-02-27,-0.3511201428972698,-0.055170895485532515,-1.176715372417787,-1.02766222283715,-0.06687340285323436,0.7036617305390263,-0.7379159540822351,0.35508555087006055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969.4635547268479
2006-02-28,-0.38382376373531785,-0.06861458003832782,-1.2247756961871195,-1.0712078930576958,-0.08664151609277708,0.678462483332754,-0.7780620524681329,0.2967572213519056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.1656057780922
2006-03-01,-0.415637490128793,-0.08614640258378639,-1.2627363867005779,-1.1212765988983233,-0.10177926046539991,0.6530041179032811,-0.8118888575895836,0.24057331571309454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.1282282089203
2006-03-02,-0.45167821513398865,-0.10407131532084714,-1.2947766025467997,-1.1711690064789484,-0.11727318705855502,0.6279992093644093,-0.8452200318667641,0.18496125644210856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.7708694999894
2006-03-03,-0.4877189401391843,-0.12238931824951005,-1.3515435067091273,-1.229876327059683,-0.12225973814600725,0.6035773168277393,-0.8598411417727392,0.13182719809836446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.448123620309
2006-03-06,-0.5155281415320822,-0.13315998949941063,-1.3668670882007985,-1.2503269252199394,-0.1238625581384026,0.5796736607374708,-0.8745861593897819,0.0787407936186058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959.9627081591975
2006-03-07,-0.5500115512592757,-0.14393066074931124,-1.3619914031807216,-1.2429223982998463,-0.12653392479239486,0.5555108864240016,-0.8911897926728384,0.02784646688217647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946.7262478835808
2006-03-08,-0.579600541541319,-0.15540889434409572,-1.3059210254498332,-1.2166539575595172,-0.12884910922585482,0.5246758178631131,-0.9060587180009486,-0.02118935915882146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.0108660708547
2006-03-09,-0.6089670582122191,-0.16617956559399605,-1.2804978107022877,-1.1812180072990732,-0.1416716691650177,0.4976627430944357,-0.9291055522595195,-0.06117095104258945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.8179129428404
2006-03-10,-0.6361088387716874,-0.18127422895152095,-1.2627363867005783,-1.189504025519177,-0.1525352268912529,0.46598554030814493,-0.9428593081880214,-0.1072522375164913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.3817912942843
2006-03-13,-0.6725945109991694,-0.19857019738201798,-1.313582816195669,-1.2208851157995704,-0.1628645112866896,0.4301624459506423,-0.9406289693888048,-0.15014071510336996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.9839687948734
2006-03-14,-0.7015160804477832,-0.219403977536935,-1.305224499018394,-1.263901891240109,-0.19848273333991978,0.3913594920263311,-0.9721015279999717,-0.19293388496227779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.1847660687113
2006-03-15,-0.7244308623955311,-0.2351275852010231,-1.2874630750166847,-1.2762427694402634,-0.22786776653383464,0.3518439629882178,-0.9841205759735275,-0.2347739775414772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.3782549990356
2006-03-16,-0.7313275443409695,-0.24770647133229362,-1.2174621686570044,-1.2561447678000115,-0.2599241663817418,0.31252277261750516,-1.008778210475977,-0.2754227235210411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.2034977174822
2006-03-17,-0.7400040151755537,-0.25997088531028245,-1.1509438944545223,-1.2314630113997023,-0.293227204001512,0.27222988890978966,-1.0318250447345478,-0.31688158518835713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.237896225809
2006-03-20,-0.7506827485104265,-0.2771882357024593,-1.0753707766433251,-1.2386912400597931,-0.32510551273915295,0.23433384876668095,-1.0506590168168208,-0.3591029086794399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.9838402023188
2006-03-21,-0.7687031110130244,-0.29833648801065804,-1.0388031389927461,-1.2713064181602014,-0.35235345260987405,0.20064847975058445,-1.0681300040773503,-0.40046646261878505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.1249062345953
2006-03-22,-0.784053790181904,-0.31972059443381806,-1.0168625564023988,-1.299337841500553,-0.38013566581139363,0.16832348140629178,-1.084361914227204,-0.4411152085983489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0512655650575
2006-03-23,-0.7978471540727814,-0.3451928388496409,-0.9764640233789015,-1.385900287161637,-0.42074043895207586,0.1371645150664025,-1.0982395778667737,-0.4817639545779128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.3363123941792
2006-03-24,-0.80474383601822,-0.37074370130378415,-0.9026322216463035,-1.442139432102341,-0.452618747689717,0.1060055487265132,-1.1030719785984096,-0.5229845469253018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023.4102745451037
2006-03-27,-0.8058562040739361,-0.394093258684955,-0.7974567304989237,-1.4745783119427471,-0.4723868609292597,0.0775025441744315,-1.0961331467786246,-0.5629184849450845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.1387513662958
2006-03-28,-0.81453267490852,-0.413826386303386,-0.7445207217095139,-1.5022571387630943,-0.4428237366250786,0.06687869702320103,-1.0680060963662827,-0.5932739963037975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.1187552240726
2006-03-29,-0.8298833540773997,-0.438197978182723,-0.7647199882212621,-1.5599066697838164,-0.416110070085156,0.056384408983570965,-1.043720184997036,-0.622342853334904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.6537859791251
2006-03-30,-0.8372249832451246,-0.4579311058011539,-0.7455655113566731,-1.5861751105241455,-0.3881497657733703,0.04213290670753011,-1.018938642783519,-0.6516499796859377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.1160547804286
2006-03-31,-0.8499059790802862,-0.4749126020783692,-0.7521825124553494,-1.5877617948641658,-0.3591209147999878,0.03228641422590189,-0.9931658388814611,-0.6744761805349543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.4758996120793
2006-04-03,-0.8719308665834611,-0.48985002935925326,-0.7873570972430494,-1.571894951463967,-0.33507861491405744,0.020755653293468842,-0.9734645128217151,-0.6985890357115774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.1822156497135
2006-04-04,-0.8930658596420634,-0.5064384354448664,-0.847606633562575,-1.5662534071438963,-0.3088992217049333,0.007216726131230024,-0.9532675559176985,-0.722225352248346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.741871878951
2006-04-05,-0.9073041707552272,-0.5185456133462143,-0.8932291148218691,-1.5251759125633817,-0.28093891739314764,-0.004961830359204889,-0.927990382859911,-0.7440031680896833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.85216142652
2006-04-06,-0.9202076402015317,-0.530967263400844,-0.9095974859606999,-1.488153277962918,-0.23890941537033608,-0.018306418854043136,-0.8926766852056492,-0.76911675441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.8909535137916
2006-04-07,-0.9124210638115203,-0.5420524068040263,-0.8437757381896572,-1.4472520816424057,-0.192783817811403,-0.02776423400087024,-0.8561239104407116,-0.7897985313796728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.4265415032469
2006-04-10,-0.9046344874215089,-0.5550243831268991,-0.765416514652702,-1.415342096582006,-0.14648012914220382,-0.03514910336209141,-0.8271295060508965,-0.807954653558118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.1857305128701
2006-04-11,-0.8857242304743385,-0.5690183939479374,-0.6940225554301428,-1.4003567444818181,-0.09501179827528623,-0.04357044561611556,-0.7981351016610815,-0.8262537373285194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.7068732720377
