date,MRI CITI Index_ema_20,MRI CITI Index_ema_60,MRIST Index_ema_20,MRIST Index_ema_60,CESIG10 Index_ema_20,CESIG10 Index_ema_60,CESIUSD Index_ema_20,CESIUSD Index_ema_60,MRI CITI Index_signal_20_60,MRI CITI Index_signal_20_80,MRI CITI Index_signal_20_100,MRI CITI Index_signal_30_60,MRI CITI Index_signal_30_80,MRI CITI Index_signal_30_100,MRI CITI Index_signal_40_60,MRI CITI Index_signal_40_80,MRI CITI Index_signal_40_100,MRIST Index_signal_20_60,MRIST Index_signal_20_80,MRIST Index_signal_20_100,MRIST Index_signal_30_60,MRIST Index_signal_30_80,MRIST Index_signal_30_100,MRIST Index_signal_40_60,MRIST Index_signal_40_80,MRIST Index_signal_40_100,CESIG10 Index_signal_20_60,CESIG10 Index_signal_20_80,CESIG10 Index_signal_20_100,CESIG10 Index_signal_30_60,CESIG10 Index_signal_30_80,CESIG10 Index_signal_30_100,CESIG10 Index_signal_40_60,CESIG10 Index_signal_40_80,CESIG10 Index_signal_40_100,CESIUSD Index_signal_20_60,CESIUSD Index_signal_20_80,CESIUSD Index_signal_20_100,CESIUSD Index_signal_30_60,CESIUSD Index_signal_30_80,CESIUSD Index_signal_30_100,CESIUSD Index_signal_40_60,CESIUSD Index_signal_40_80,CESIUSD Index_signal_40_100,Equi_weighted
2010-05-18,-0.7119723401715132,-1.5279226073423622,2.1136754897028984,-0.6458001916723726,1.346279557108671,0.7896889806416723,0.45407622638793704,0.7610488181618569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1786.4677768490537
2010-05-19,-0.5887219595981897,-1.4860191929175668,2.276662674659766,-0.5193943392507899,1.398282161306387,0.8195523558655577,0.4514741644555177,0.7543296233399128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1734.353500932296
2010-05-20,-0.4485635845779842,-1.4383766616953795,2.4177092770262854,-0.3968670485492554,1.4428049388729247,0.8534320635490549,0.4485003793898956,0.7521851994605687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1691.9865406459633
2010-05-21,-0.3161917859477899,-1.391992019086319,2.530546558919502,-0.28861991690789934,1.4712995165155087,0.8884778032369555,0.4434201632361246,0.7518516224126709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1686.3306114575964
2010-05-24,-0.18693461787360063,-1.3468652650903858,2.622836311085248,-0.18636692610661942,1.5065615563482067,0.9240417793712572,0.44441142492466523,0.7523758149165105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1695.5464111961248
2010-05-25,-0.07280565535714764,-1.2970214287952262,2.6649761601873454,-0.06842339016514237,1.5427140517322353,0.9592818577265582,0.44701348685708464,0.752995315148321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1648.9251805653787
2010-05-26,0.03865362382558697,-1.250872640301127,2.691792427797769,0.036826671056175916,1.5822502782113208,0.9968540000906658,0.4607672427855866,0.7597621638342507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1692.228723290255
2010-05-27,0.13298243495029638,-1.2132145999456356,2.678558425600417,0.10558299245703708,1.6265949646675923,1.0373412224657819,0.4668387206278982,0.7642892809128656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1739.246447630682
2010-05-28,0.22352919468557186,-1.1728835462872491,2.6412942615183983,0.17134224343786045,1.6677340111390733,1.0771158697270957,0.46857342858284445,0.7684828209435827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1737.2382605713794
2010-05-31,0.31007142942027,-1.1338889992803103,2.5845273573560705,0.23463331877865376,1.7088730576105542,1.1168905169884098,0.47030813653779063,0.7729146302942268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1745.080263186095
2010-06-01,0.41107444887927536,-1.0795639348008854,2.530546558919501,0.32789509831982144,1.7334496308272829,1.146624333100695,0.4715472136484664,0.7703889755029993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.7640540946013
2010-06-02,0.4847132141676693,-1.0291697722374824,2.4232814884778016,0.3823712606605036,1.757313839602947,1.1740260852041735,0.47476881413622374,0.7685304748075679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.8914893161016
2010-06-03,0.49717173639168766,-0.9823134213984994,2.2686526206982096,0.4287377030410839,1.7729858573063684,1.2027234284236556,0.4765035220911699,0.7674820897998887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.6215949763175
2010-06-04,0.5430013002871833,-0.9254725796928203,2.201786083280007,0.5350455538224165,1.776191497291159,1.2309673147525366,0.47241456762593964,0.7643369347768509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.7513019996138
2010-06-07,0.631100850299884,-0.8647794541094397,2.1815868167682586,0.6667403540440654,1.7806437750478126,1.2575917121864129,0.4602716119413162,0.7542819694759272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.05998842667
2010-06-08,0.7247622405911637,-0.8034573842194954,2.1624323399036687,0.7778082578454559,1.7815342305991433,1.2805236749396787,0.44565050203534123,0.7383179250408114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.7509376540431
2010-06-09,0.8230955767164507,-0.7451227997857278,2.1265612286845292,0.8774167747467042,1.7683554884394481,1.3023543852443413,0.42929468417441996,0.7215914187819287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1756.3899783535865
2010-06-10,0.9016287614499946,-0.6928418043026343,2.0116343674969945,0.926956585807325,1.7592728418158745,1.3249624502186061,0.4160365590901883,0.7056750282107982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786.343470713046
2010-06-11,0.9561347961800739,-0.640639426857861,1.8583985525802817,0.9909528541881265,1.7359429063710088,1.3412868982802526,0.38072286143592654,0.6812762498502628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.905484472449
2010-06-14,0.9979598350749928,-0.5920534791758283,1.6696398896601499,1.0267414009685742,1.7038865065231017,1.3560566370026947,0.33710734714013646,0.6568298176257419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1814.2416254098887
2010-06-15,1.0077486739652928,-0.5475556694864587,1.4227212697148106,1.0369667000487024,1.6597199111770964,1.3649314361473202,0.2938635559775491,0.6327646163131045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.5852461475813
2010-06-16,1.0061913586872906,-0.504866074678459,1.1771957026323503,1.0299147696486148,1.615553315831091,1.3724458646201418,0.25483262699125975,0.6076986838567733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.008722861613
2010-06-17,0.9839439975729722,-0.46115444537229405,0.9219187655097351,1.037319296568708,1.5735238138082794,1.3784703633095592,0.21134102040653724,0.5803453659291417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.4763282539275
2010-06-18,0.9532426392352134,-0.4249901477448911,0.6788310409373132,1.0163398036284452,1.5297134006828064,1.37879426108856,0.16772550611074719,0.5534209327773789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.6719603934932
2010-06-21,0.9243210697865998,-0.3885113779642064,0.43330547385485285,1.0041752236882917,1.4789574342569534,1.3781464655305582,0.12361436097068677,0.5267824228095288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847.508519256735
2010-06-22,0.9069681281174314,-0.3438563321981956,0.233402388031687,1.0246258218485491,1.432475654477488,1.3812558842089673,0.0741751842547202,0.5023836444489934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.3305257292268
2010-06-23,0.901406287838852,-0.29739307155081496,0.07459436166345672,1.059356579068985,1.3760207725231182,1.3813206637647675,0.011106159321319217,0.47612636539302666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1828.6739964422727
2010-06-24,0.9263233322868882,-0.24872850583046188,0.004593455303776533,1.1057230214495666,1.3122641550478362,1.381255884208967,-0.04242197185987767,0.44948785542517644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.9768104760064
2010-06-25,0.9436762739560566,-0.20069288441667202,-0.07481055788033843,1.133754444789918,1.247082808690425,1.380996765985766,-0.09941951895096697,0.42180096044964704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790.0940868857022
2010-06-28,0.9665910559038049,-0.15179246458135764,-0.11869172306103326,1.16989558809037,1.1765587290250292,1.3746483695173477,-0.15703660459739416,0.39087360272310906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.2311879808826
2010-06-29,0.9728203170158133,-0.09361511622423117,-0.1228708816496708,1.2642151571915503,1.1111992915573519,1.36493143614732,-0.2245663071292282,0.35360828108651005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.0861355794168
2010-06-30,0.9892833642404091,-0.03496605963718184,-0.08003450611613487,1.3511301993726377,1.046374127420473,1.3537893525496878,-0.28862659375116984,0.31581876694607147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.9020982018474
2010-07-01,1.0164251447998773,0.023289906758265325,-0.01212317905077327,1.4191813277334906,0.9840422388273202,1.3457566876304647,-0.36098869701463976,0.2749794055105659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713.536509569429
2010-07-02,1.0015194128532843,0.07690740889280617,-0.08525845435193209,1.4750678761541902,0.9427251012455733,1.344396316958661,-0.3958067638246312,0.24538635597561959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.3976939068561
2010-07-05,0.9792720517389659,0.13013182083574487,-0.1946131040879498,1.5270758628548429,0.8987365970098342,1.3427768280636563,-0.42529679905871653,0.2158409603046587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717.2442615572556
2010-07-06,0.9507954295126382,0.1817838720122749,-0.30745038598116553,1.5642747957153083,0.8551042749946273,1.3410925596128513,-0.4546629265817343,0.18667679554558123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757.25583488716
2010-07-07,0.9172019142300177,0.22942640323446234,-0.42202898395298044,1.5923062190556585,0.8102253152075574,1.3396026298294472,-0.48192262301660305,0.1587992851141101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.9085706937565
2010-07-08,0.8887252920036904,0.2730594145023077,-0.5077017350200516,1.5940692016556803,0.7617845332151645,1.3392787320504462,-0.5107931196953506,0.13282792924205578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790.2869757174392
2010-07-09,0.8520171461650653,0.30945956624467175,-0.6048671722058764,1.5378300567149763,0.7304404978083219,1.3396026298294472,-0.5174841360930001,0.11014468998499552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798.5554769712169
2010-07-12,0.8210933142161628,0.3454666277954341,-0.6665097613882811,1.4881139473943532,0.7003431001733422,1.3403799844990492,-0.5219448136914332,0.09060660575097303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.9722454403222
2010-07-13,0.7915043239341192,0.3793510023115442,-0.7062117679803384,1.443510487613795,0.6718485225307581,1.3336429106958299,-0.5391679855298276,0.06701794307818976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.4341713281465
2010-07-14,0.7710367517089461,0.41512220974734476,-0.7246697184134882,1.3923839922131556,0.6417511248957787,1.3255454662208066,-0.5571346036346274,0.044096434501202396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.9249662444545
2010-07-15,0.7543512308732073,0.45089341718314585,-0.7243214551977684,1.3347344611924317,0.6114756361505331,1.3154398555159776,-0.5727469752291432,0.020221848644506615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.3395486401337
2010-07-16,0.7683670683752277,0.49177479710977556,-0.66929586711404,1.2966540370319555,0.5763916874281014,1.297107241224525,-0.5946786400881058,-0.0069408538271831955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.1563471141685
2010-07-19,0.7792682753212435,0.5310838162699966,-0.6198424904818277,1.2441171555512973,0.5388144631619435,1.2778029335960697,-0.618221105190947,-0.03257863265133955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.7500803703467
2010-07-20,0.7565759669846389,0.5572636230307039,-0.670688919976919,1.138514497809976,0.4914422278311475,1.2568143575168094,-0.6431265551155316,-0.06017021989889815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.8815876894064
2010-07-21,0.7481219697611984,0.5916983238150575,-0.6842711853899909,1.0648218251290529,0.44887845247753744,1.235177985879547,-0.6617127117756695,-0.0862845373629087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.3596733749116
2010-07-22,0.7140835072562911,0.6218090324917859,-0.7751678846928592,0.9766726951279492,0.41058886377031506,1.214189409800287,-0.6825292072350237,-0.11254181641887553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836.2009472984848
2010-07-23,0.6631370503045023,0.6419352503018193,-0.9071596434506642,0.8507957374863725,0.4056023126828628,1.2036303422048569,-0.6982654865406072,-0.1398474804825216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853.153732398894
2010-07-26,0.6015118600178405,0.6588381285407139,-1.0649228801717345,0.7199824285647357,0.4027528549186043,1.1919052426050232,-0.7135061350019202,-0.16720079841015312,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.6901348078613
2010-07-27,0.5149696252831424,0.6661496061045151,-1.2982592347040016,0.5724207849428875,0.4079174971163228,1.1789493314449861,-0.715364750667934,-0.19341042360213453,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.4741636125934
2010-07-28,0.4322094419378779,0.6687440013690894,-1.5030380055472452,0.43614222996118046,0.41165741043191184,1.1654104042827473,-0.7218079516434486,-0.219286471746218,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1856.068496967359
2010-07-29,0.3474469960923251,0.65278453959004,-1.682045298427223,0.30162665757949597,0.4186029637322917,1.150964563339306,-0.7183385357335561,-0.24511486602631602,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.4482307807712
2010-07-30,0.2820397544162295,0.6405987436503714,-1.7858277367117237,0.1782178755779505,0.40684895045472574,1.1328262877152542,-0.7400223851703835,-0.26841760551518673,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.8341799009838
2010-08-02,0.20105935996011084,0.6352527170445814,-1.9348843930397994,0.0371792675761844,0.3936702082950307,1.113651539198399,-0.7588563572526565,-0.29167269114007205,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.5793308900747
2010-08-03,0.12853296272743298,0.6326583217800066,-2.0456320956386964,-0.0857006196453551,0.37977910169427087,1.0930516404539399,-0.7745926365582398,-0.31464185358104485,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.4362288090188
2010-08-04,0.06668529882962794,0.6336803562781722,-2.1163295284298163,-0.19765001474675772,0.36873745285776943,1.067917172803468,-0.7864877768207279,-0.33599078464651333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.7019867549668
